pay_category_name,category,sub_category
Casual Rate - Normal TIme,Base rate,Base rate
Backpay (accruing leave),Leave,Leave
Time in Lieu (Sales Management),Base rate,Base rate
Casual - Overtime - Monday to Saturday - first 3 hours - (AA),Penalty rate,Penalty rate
Allowances - Car,Allowances,Allowances
Leave Govt PPL,Leave,Leave
Casual Cook - Sunday,Penalty rate,Sunday
Casual Chef Public Holiday,Penalty rate,Public Holiday
Ordinary Hours - Event Probation EBA,Base rate,Base rate
Overtime: Double Time,Penalty rate,Penalty rate
KKA: Paid Parental Leave,Leave,Leave
Bonus - Assistant,Bonuses,Bonus
Saturday $32.89,Penalty rate,Saturday
Roaming Engineer On Call Allowance,Allowances,Allowances
Sunday F/T Rate,Penalty rate,Sunday
PT Palak Dineshbhai Gondaliya,Base rate,Base rate
Garbage collecting vehicle allowance - RTDA,Allowances,Allowances
FT/PT - Team Leader Allowance 5,Allowances,Allowances
Commission (3010),Bonuses,Commission
CS&S Backpay,Others,Backpay
"Accommodation, Living away from home",Allowances,Allowances
Workers Compensation (After 52 weeks),Others,WorkCover
Honoraria - Level 4 - Dircksey Sub-Editor ,Base rate,Base rate
Additional Working Hours,Penalty rate,Penalty rate
S&M: Ordinary Hours,Base rate,Base rate
Casual Ordinary Hours - Driver,Base rate,Base rate
Ordinary Hours - Capital Markets,Base rate,Base rate
Adult Casual Lvl4_Ordinary Hours,Base rate,Base rate
CAS Saturday Overtime First 2 H,Penalty rate,Penalty rate
Additional PCA Permanent - Active Night - Remaining Hours,Penalty rate,Penalty rate
Ensemble Program (Saturday),Penalty rate,Saturday
Work Cover  (VIC & NSW)- returned to work,Others,WorkCover
Base Hourly - Other support,Penalty rate,Penalty rate
Evening Hours CASUAL - SCHADS Level 2.1,Penalty rate,Evening/Night
Base Salary - Office Mgt,Base rate,Base rate
Permanent 24hr In-Home Care Payment - Category 3 PH,Base rate,Base rate
Base Hourly - Admin PM,Base rate,Base rate
Extra hours paid,Penalty rate,Penalty rate
21 Travel time L4 Sat,Allowances,Travel
21 TL Break Not Taken Sun,Leave,Leave
Unused Leave Payout - Time in Lieu,Base rate,Base rate
Sunday Shift Casual Warehouse,Penalty rate,Sunday
Workers Comp Super Payable,Others,WorkCover
Public Holiday $82.58,Penalty rate,Public Holiday
Commission Life (Sales),Bonuses,Commission
Unused AL L/loading Payout,Leave,Leave
Overtime Casual Hours,Penalty rate,Penalty rate
WH - GRIA - M-F Daily OT - First 3 Hours,Penalty rate,Penalty rate
Annual Leave (Additional),Leave,Leave
01Overtime 2.0,Penalty rate,Penalty rate
EWC Casual (L-1.1),Base rate,Base rate
CSR Saturday Shift Casual - PH - Lvl 3,Penalty rate,Saturday
Payment in lieu of notice - Marketing,Base rate,Base rate
Profit Distribution,Bonuses,Bonus
Redundancy - Unused LL,Others,Severance
[Non Award] Casual Ordinary Hours,Base rate,Base rate
ETP Notice period,Others,Severance
Old Hourly rate (Bus Sys),Base rate,Base rate
21 ESUP OT >12 hrs per Day SS,Penalty rate,Penalty rate
Workers Compensation Top Up (QLD),Others,WorkCover
Redundancy - In Lieu of Notice,Base rate,Base rate
'Casual - higher duties,Allowances,Allowances
Permanent Ordinary Hours Sup Sach,Base rate,Base rate
TFPC 3.2 (Con) - DSW - Overtime 2,Penalty rate,Penalty rate
Leave - Without Pay Sick,Leave,Leave
Casual - Public Holiday Worked Overtime,Penalty rate,Penalty rate
On - Call Allowance Weekdays,Allowances,Allowances
Ordinary Hours (Public Holiday)- Admin & General,Penalty rate,Public Holiday
Government Parental Leave Taken,Leave,Leave
Rental Referral - Sales,Bonuses,Bonus
Base Salary - New Business,Base rate,Base rate
Afternoon Shift Operations (Field Operations Staff),Base rate,Base rate
Payment in Leau of Notice,Penalty rate,Penalty rate
Km Allowance - Above ATO,Allowances,Allowances
Site Allowance OT - $10.35,Allowances,Allowances
Productivity Allowance OT - $3.5,Allowances,Allowances
Overtime - Weekend (exempt from super),Penalty rate,Penalty rate
Ordinary Hours - lump sum,Base rate,Base rate
ORD (P) APP1>12 - Tool Allowance,Allowances,Allowances
HCW 2.1 Cas Sunday Rate,Penalty rate,Sunday
Productivity Allowance - $4.00,Allowances,Allowances
Performance Bonus - Non-Associates (5),Bonuses,Bonus
Ensemble Program (Mon-Fri 7am - 7pm),Base rate,Base rate
Time in lieu (RDO)-taken,Base rate,Base rate
Jury Duty Daily Allowance (Vic - First 6 Days),Allowances,Allowances
EBA - Travel Allowance>100km (p-vehicle),Allowances,Allowances
Remote Swan Hill,Penalty rate,Penalty rate
GRIA - CAS - Early - 1-July-2022 - PH Minimum Shift Engagement,Penalty rate,Penalty rate
"2.1 OT After 3hrs [WEEKDAY,!PH][8~12][0600-1800][]",Penalty rate,Penalty rate
Casual Chef Additional Hours,Penalty rate,Penalty rate
Car Allowance - deductible,Allowances,Allowances
Level 2 Guest Service Grade 2: Sun rate,Penalty rate,Sunday
Brick Laying Allowance - for bricks 9kg - 18kg,Allowances,Allowances
Mileage - ATO Rate,Allowances,Travel
Back Payment of Wages,Others,Backpay
PT 2.3 Weekday Evening,Penalty rate,Evening/Night
Robots Level 3,Penalty rate,Penalty rate
Travel Allowance (MECH),Allowances,Allowances
Permanent - Sat 1st hr Night Shift,Penalty rate,Saturday
PT 2.3 Saturday,Penalty rate,Saturday
Mon-Sat OT 1st3Hrs,Penalty rate,Saturday
QLD $34.50 Sunday Evening ,Penalty rate,Sunday
Backpay  OTE (Lump Sum E ),Penalty rate,Penalty rate
Casual Public Holidays - Nurses Award,Penalty rate,Public Holiday
HPSS Public Holiday Hours (x2.5),Penalty rate,Public Holiday
Referral -  PM Staff,Bonuses,Bonus
Keeping in Touch days,Base rate,Base rate
previous pays - week-end pay rate adjustment,Penalty rate,Weekend
Permanent - Overtime - more than 76 hours per 2 week roster - after 24 hours (exhibition employees),Penalty rate,Penalty rate
Lump Sum for Ordinary Earnings,Base rate,Base rate
Bonus CX,Bonuses,Bonus
On Call allowance-Public holiday/Weekend (TO USE),Penalty rate,Weekend
Student Teacher Allowance,Allowances,Allowances
Bonus & commissions,Bonuses,Bonus
Performing Higher Duties,Allowances,Allowances
GRIA - PT - 1-September-2021 - Sun 6pm-12am,Penalty rate,Penalty rate
Paid Parental Leave - GVT (subject to payroll tax),Leave,Leave
"Commission - Unit 505, Belgrade Park Village, Wann",Bonuses,Commission
RTDA - CAS - 1-July-2021 - M-F Ordinary,Base rate,Base rate
Overtime - Fixed Amount,Penalty rate,Penalty rate
Time in Lieu Notice - Redundancy Type O,Base rate,Base rate
Permanent - Shiftwork x 1.15,Base rate,Base rate
Bonus (discretionary),Bonuses,Bonus
Permanent - Late night - Monday to Friday - midnight to 6am,Penalty rate,Evening/Night
TNS 20ft unload 1500 ctn & 5 SKU 3 man,Base rate,Base rate
Vehicle Allowance in excess of 5000 KM,Allowances,Allowances
Back Pay MV Allowance,Allowances,Allowances
Junior U16 Saturday,Penalty rate,Saturday
Public Holiday Administration,Penalty rate,Public Holiday
RIA - APPR - 1-October-2022 - M-F Daily OT - First 2 Hours,Penalty rate,Penalty rate
Parental Leave (Full Pay) Taken,Leave,Leave
Worker's compensation - Not working,Penalty rate,Penalty rate
EA21 Permanent Ordinary,Base rate,Base rate
Permanent - Saturday or Call Back (first two hours),Penalty rate,Saturday
Site Allowance OT Hours,Allowances,Allowances
High Needs Sunday,Penalty rate,Sunday
Casual Overtime (M-F) - 2,Penalty rate,Penalty rate
Laundry Allowance FTE,Allowances,Allowances
After hrs weekday with super,Base rate,Base rate
Annual Leave (paid),Leave,Leave
Operations Team Backpay Adjusmtment,Others,Backpay
Car Allowance Office,Allowances,Allowances
Responder On Call Sat/Sun/PH,Penalty rate,Weekend
Special Clothing Allowance - Weekly,Allowances,Allowances
SUSF Award Level 2 - OT x 2.5,Penalty rate,Penalty rate
Casual Ordinary Hours - Night Shift (12am-6am),Penalty rate,Penalty rate
BOH JNR 1 - 17 years (Sat) OT 2,Penalty rate,Penalty rate
Ordinary hours-Petro,Base rate,Base rate
Permanent - Overtime x1.25,Penalty rate,Penalty rate
B Executive Stylist Penalty,Penalty rate,Penalty rate
Casual - Overtime - Public holiday - other than continuous shiftworkers,Penalty rate,Penalty rate
Overtime - continuous shiftworker - first 3 hours,Penalty rate,Penalty rate
Pay it Forward Leave taken,Leave,Leave
AM Shift Team Leader (Rostered Day Off),Base rate,Base rate
Living Away  From Allowance,Allowances,Allowances
W Overtime Double Time - Electrical,Penalty rate,Penalty rate
Paid Parental leave (Employer),Leave,Leave
Termination Payment Type O - Super Exempt,Others,Severance
travel,Allowances,Travel
Level 1 - Pay Point 1 Casual Base ,Base rate,Base rate
Refer a friend bonus - Data&AI,Bonuses,Bonus
Sign on Bonus (GEC),Bonuses,Bonus
EA21Casual - Sunday,Penalty rate,Sunday
NPM Project Overnight Allowance,Allowances,Allowances
FOH JNR 1 - 17 years (M-F) OT 2,Penalty rate,Penalty rate
T1-CAS-CW2-SCAF-OT-200%,Penalty rate,Penalty rate
T1-SITE ALLOWANCE,Allowances,Allowances
CAS-ADMIN,Base rate,Base rate
T2-CAS-CW2-LH-OT-200%,Penalty rate,Penalty rate
Annual Leave Lump Sum on Termination,Leave,Leave
Unpaid  Annual Leave,Leave,Leave
Intern Hours (Paid) - (Canberra),Base rate,Base rate
-- SCHADS - Ord x2.0,Penalty rate,Penalty rate
On-call Allowance (WL),Allowances,Allowances
Permanent - Additional Hours x 1.0 (WELD),Penalty rate,Penalty rate
CS - GRIA - CAS - M-F Daily OT - After 3 Hours,Penalty rate,Penalty rate
E2.00 - Team Leader Office - Weekday,Base rate,Base rate
Ordinary Hours x ,Base rate,Base rate
MITS Sales - Overtime (After 3 Hours),Penalty rate,Penalty rate
Car Allowance <= $0.78/km,Allowances,Allowances
On-call work,Penalty rate,Penalty rate
Backpay - Leave Loading,Leave,Leave
Overtime (2x) (Brisbane),Penalty rate,Penalty rate
Annual Leave Taken (Days),Leave,Leave
PV - Casual - Overtime - Saturday - first 3 hours,Penalty rate,Penalty rate
ETP - Redundancy over pension age,Others,Severance
Level 2 Pay Point 1 Biljana Saturday ,Penalty rate,Saturday
RIA - CAS - Lvl 3+ - 1-October-2022 - M-F Daily OT - After 2 Hours,Penalty rate,Penalty rate
Casual Week-End - Design x 2,Penalty rate,Weekend
Employer Paternity Leave Full Pay Taken,Leave,Leave
Travel Allowance/Km-Field Civil,Allowances,Allowances
"PERM 2: [WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
02243_*L4 Inst 75 (Incl. 30% Casual Loading),Base rate,Base rate
-- SCHADS - Ord x1.5,Penalty rate,Penalty rate
Workers Comp Not Worked,Penalty rate,Penalty rate
CPS - Base Hourly,Base rate,Base rate
LAFHA - (Food),Allowances,Allowances
Umair Ordinary Hours ,Base rate,Base rate
GRIA - FT - 1-July-2022 - M-F 6pm-9pm,Base rate,Base rate
Anniversary Day Taken,Leave,Leave
EECCA - Casual - Ordinary Hours,Base rate,Base rate
EECCA - Permanent - Overtime - Monday to Saturday - first 2 hours (not shiftworkers),Penalty rate,Penalty rate
INT - Travel Allowance,Allowances,Allowances
INT - Casual - Overtime x 125%,Penalty rate,Penalty rate
Casual - Saturday Rate,Penalty rate,Saturday
BROADCAST TECH (GOLF) CASUAL,Base rate,Base rate
C1-PPT-CW2-LH-OT-200%,Penalty rate,Penalty rate
Base Salary (Canberra),Base rate,Base rate
Intern Hours (Unpaid) - (Canberra),Base rate,Base rate
Tool Allowance $9.62 one off,Allowances,Allowances
Paid Parental Leave - LA,Leave,Leave
Allowance - Meal per day,Allowances,Allowances
HealthWise Paid Parental Leave,Leave,Leave
Casual - Afternoon Rate,Base rate,Base rate
Meal Allowance - Overtime - Construction,Allowances,Allowances
BOH JNR 1 - 16 years or under (Sat) OT 2,Penalty rate,Penalty rate
Honorarium - Training Partner,Leave,Leave
INT - Meal Allowance,Allowances,Allowances
"02 Evening L2 PP1 [WEEKDAY,!PH][ALLDAY][][Evening]",Penalty rate,Evening/Night
"11 OT 2.0 L2 PP1 [SAT,!PH][12.0~24.0][][]",Penalty rate,Penalty rate
"01 Ordinary L3 PP1 PT [WEEKDAY,!PH][ALLDAY][][]",Base rate,Base rate
"10 OT 1.5 L2 PP1 [SAT,!PH][10.0~12.0][][]",Penalty rate,Penalty rate
"04 Saturday L3 PP1 PT [SAT,!PH][ALLDAY][][]",Penalty rate,Saturday
Trade Ordinary Earnings,Base rate,Base rate
"05 Sunday L3 PP1 PT [SUN,!PH][ALLDAY][][]",Penalty rate,Sunday
"05 Sunday L2 PP2 [SUN,!PH][ALLDAY][][]",Penalty rate,Sunday
Mileage - cent per Kilometre - approved rate,Allowances,Allowances
Group A - Travel Flying - Jeddah to Miami,Allowances,Travel
Permanent- (Sunday),Penalty rate,Sunday
First Aid Allowance MA000002 - Taxed,Allowances,Allowances
Part Time Administration Rate,Base rate,Base rate
Commission PLS,Bonuses,Commission
Casual - Clerical Grade 1,Base rate,Base rate
BOH 2 - F&B 2; Cook 1; Kitchen 2 [SAT] [ALLDAY],Base rate,Base rate
Referral Bonus - Res Sales,Bonuses,Bonus
Saturday WH Casual,Penalty rate,Saturday
Meal Allowance Work Days,Allowances,Allowances
Level 3b Weekday Night,Penalty rate,Evening/Night
Vehicle Allowance - Motor Car (above ATO limit),Allowances,Allowances
Apprentice - 2nd Year (Full/PT) Completed Yr 12,Base rate,Base rate
Car Allowance (taxed),Allowances,Allowances
Public Holiday PPT 2.5,Penalty rate,Public Holiday
Trainer Level 3,Base rate,Base rate
Living Away From Home Accommodation Allowance,Allowances,Allowances
INT - OT Clearing,Penalty rate,Penalty rate
"02 Evening L3 PP4 [WEEKDAY,!PH][ALLDAY][][Evening]",Penalty rate,Evening/Night
Wages Newcastle Admin,Base rate,Base rate
Base Hourly - DCJ-SSSF2,Base rate,Base rate
Permanent - Overtime - Sunday [MA000074],Penalty rate,Penalty rate
Permanent - Early morning shift - Monday to Friday [MA000074],Penalty rate,Penalty rate
Meal allowance - overtime [MA000074],Allowances,Allowances
22 L5 OT >40 hrs Week,Penalty rate,Penalty rate
22 L4 OT >38 hrs Week,Penalty rate,Penalty rate
Cape Arid Commission,Bonuses,Commission
RIA - PT - 1-October-2022 - M-F Delayed Meal Break,Base rate,Base rate
RIA - PT - 1-October-2022 - Sat Weekly OT - First 2 Hours,Penalty rate,Saturday
Salary - Overtime $50,Penalty rate,Penalty rate
Higher Duty Allowance - Editorial,Allowances,Allowances
Site allowance PV6,Allowances,Allowances
HIGA - CAS - 1-October-2022 - M-F Delayed Meal Bre,Base rate,Base rate
OT Clearing [MA000015],Penalty rate,Penalty rate
Retail A.- Public Holiday (Casual),Penalty rate,Public Holiday
CW8 Ordinary Time Early Morning Shift 50% ,Penalty rate,Penalty rate
Retail A.- Hourly Saturday (Casual),Penalty rate,Saturday
Retail A.- Hourly Sunday (Casual),Penalty rate,Sunday
C-TWL3-B-1.5 Overtime Earnings,Penalty rate,Penalty rate
Bonus - Night Shift,Bonuses,Bonus
Meal Allowance TAXED,Allowances,Allowances
(MAIO) Permanent Ordinary Rate,Base rate,Base rate
N Shift Overtime (Rostered Day Off),Base rate,Base rate
Permanent - Ordinary Hours (includes paid meal break 30mins),Base rate,Base rate
Permanent - Saturday (includes paid meal break 30mins),Penalty rate,Saturday
CLAIM PAYOUT,Allowances,Allowances
Bonus Leadership Team,Bonuses,Bonus
On Call Attend per Claim 062,Allowances,Allowances
Casual Hours + Loading,Base rate,Base rate
OT 1.5 Tradesman - Cabinetmaking,Penalty rate,Penalty rate
Wages Intro 18yrs Casual PC,Base rate,Base rate
Wages-OOSCH Level 1.1 Casual,Base rate,Base rate
EA21Casual - Saturday,Penalty rate,Saturday
Lump Sum A - Payment in Lieu,Base rate,Base rate
Sunday Casual L1,Penalty rate,Sunday
FOH JNR 1 - 16 years or under (M-F),Base rate,Base rate
FBT reimbursed after tax,Others,Reimbursement
COL Allowance $1,Allowances,Allowances
MV Allowance - Tax,Allowances,Allowances
C-TWL3-A-Ordinary Hours,Base rate,Base rate
Casual - Overtime x 200,Penalty rate,Penalty rate
Time off in lieu of overtime,Base rate,Base rate
Rest - L2 - Casual OT1.5,Penalty rate,Penalty rate
ACC/REM Overtime 1.5,Penalty rate,Penalty rate
Termination Pay in Leiu ,Others,Severance
Day rate,Base rate,Base rate
Commission 6+ Cars,Bonuses,Commission
Level 1:2 Sunday ,Penalty rate,Sunday
Ride Class Casual,Base rate,Base rate
Casual - Overtime x 2 (or call-back after 3 hours),Penalty rate,Penalty rate
SCHADS - CAS - Social & Comm - 1-July-2022 - Sat Minimum Engagement,Penalty rate,Saturday
Hourly Wages - Directors,Base rate,Base rate
Meal Allowance - CFMEU,Allowances,Allowances
Sideloader Allowance,Allowances,Allowances
Over time,Penalty rate,Penalty rate
SDG Maternity,Leave,Leave
On-Call allowance Weekend/P.Hol,Penalty rate,Weekend
Ordinary Hours - SEBU,Base rate,Base rate
"INT - Allowances subject to tax, exempt from Super",Allowances,Allowances
Back pay OTE (Fixed),Penalty rate,Penalty rate
C1-CAS-CW2-LH-OT-200%,Penalty rate,Penalty rate
1. Cook FT&PT [L3G2][Ord][][WCAFE],Base rate,Base rate
"2.1.2 Casual L2 [WEEKDAY,!PH][1800-2359][][]",Base rate,Base rate
Long Service Leave (Accountant),Leave,Leave
Time In Lieu - Paid,Base rate,Base rate
Time In Lieiu Taken,Leave,Leave
RIA - CAS - Lvl 3 and above - pre-2017 - M-F - Ordinary,Base rate,Base rate
ETP - O Taxable,Others,Severance
Casual; Brewery; Adult; L1; M-F 6am-6pm,Base rate,Base rate
Maternity/ Paternity Leave,Leave,Leave
Dual Casual MA - Evening Hours (7pm - 7am),Penalty rate,Evening/Night
Inghams - Artificial Inseminator Hours 1.5x,Penalty rate,Penalty rate
Allowance - Travel (Own Vehicle),Allowances,Allowances
CAS VC1: Sat ,Penalty rate,Saturday
Broken Shift Allowance - 1 Break,Allowances,Allowances
Back Pay Adjustment Finance,Others,Backpay
Casual - Overtime - Public holiday (not liquor employees),Penalty rate,Penalty rate
4 Sunday [SUN] [ALLDAY][][],Penalty rate,Sunday
CAS VC1: OT M-F - First 2 Hours ,Penalty rate,Penalty rate
Ordinary Hours Internal - Daily Rate,Base rate,Base rate
Workers Compensation: No Work Performed (Business Equipment Award),Others,WorkCover
Field Allowance,Allowances,Allowances
Bonus - SP,Bonuses,Bonus
GRIA - CAS -1 - July - 2022 - Saturday,Penalty rate,Saturday
Casual (Working through a meal break),Base rate,Base rate
